num_linha;resolucao;habilita;ncm;regra_de_origem;margem_normal;regra_de_qualificacao;margem_adicional;comentario;desc_ncm_4dg;grupo_cics;Está em cics_1;Está em cics_3;Está em cics_4;Está em cics_7
92;cics_8;habilita;30049099;MedNac;5;MedIFANac;10;;Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho.;Medicamentos;0;0;1;2
93;cics_8;habilita;84099140;CFI ou PPB;10;portaria DesIn;10;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 84.07 ou 84.08.;TICs;0;0;1;2
94;cics_8;habilita;8423;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos e instrumentos de pesagem, incluindo as básculas e balanças para verificar peças usinadas (fabricadas*), excluindo as balanças sensíveis a pesos não superiores a 5 cg; pesos para quaisquer balanças.";TICs;0;0;1;2
95;cics_8;habilita;8443;CFI ou PPB;10;portaria DesIn;10;;"Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios.";TICs;0;0;1;2
96;cics_8;habilita;84702;CFI ou PPB;10;portaria DesIn;10;;"Máquinas de calcular e máquinas de bolso que permitam gravar, reproduzir e visualizar informações, com função de cálculo incorporada; máquinas de contabilidade, máquinas de franquear, de emitir bilhetes e máquinas semelhantes, com dispositivo de cálculo incorporado; caixas registradoras.";TICs;0;0;1;2
97;cics_8;habilita;84705010;CFI ou PPB;10;portaria DesIn;10;;"Máquinas de calcular e máquinas de bolso que permitam gravar, reproduzir e visualizar informações, com função de cálculo incorporada; máquinas de contabilidade, máquinas de franquear, de emitir bilhetes e máquinas semelhantes, com dispositivo de cálculo incorporado; caixas registradoras.";TICs;0;0;1;2
98;cics_8;habilita;8471;CFI ou PPB;10;portaria DesIn;10;;"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas noutras posições.";TICs;0;0;1;2
99;cics_8;habilita;847290;CFI ou PPB;10;portaria DesIn;10;;Outras máquinas e aparelhos de escritório (por exemplo, duplicadores hectográficos ou a estêncil, máquinas para imprimir endereços, distribuidores automáticos de notas (papéis-moeda), máquinas para selecionar, contar ou empacotar moedas, máquinas apontadoras de lápis (apara-lápis), perfuradores ou grampeadores (agrafadores*)).;TICs;0;0;1;2
100;cics_8;habilita;8473;CFI ou PPB;10;portaria DesIn;10;;Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72.;TICs;0;0;1;2
101;cics_8;habilita;84795000;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;TICs;0;0;1;2
102;cics_8;habilita;84798999;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;Sistemas Fotovoltaicos;0;0;1;2
103;cics_8;habilita;84799090;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;TICs;0;0;1;2
104;cics_8;habilita;8501101;CFI ou PPB;10;portaria DesIn;10;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;TICs;0;0;1;2
105;cics_8;habilita;850440;CFI ou PPB;10;portaria DesIn;10;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;TICs;0;0;1;2
106;cics_8;habilita;850490;CFI ou PPB;10;portaria DesIn;10;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;TICs;0;0;1;2
107;cics_8;habilita;8507;CFI ou PPB;10;portaria DesIn;10;;Acumuladores elétricos e seus separadores, mesmo de forma quadrada ou retangular.;TICs;0;0;1;2
108;cics_8;habilita;85118030;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por centelha (faísca) ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (por exemplo, dínamos e alternadores) e conjuntores-disjuntores utilizados com estes motores.";TICs;0;0;1;2
109;cics_8;habilita;85123000;CFI ou PPB;10;portaria DesIn;10;;Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 85.39), limpadores de para-brisas, degeladores e desembaçadores elétricos, do tipo utilizado em ciclos ou automóveis.;TICs;0;0;1;2
110;cics_8;habilita;8517;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos telefônicos, incluindo os telefones inteligentes (smartphones) e outros telefones para redes celulares ou para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (longa distância) (WAN)), exceto os aparelhos das posições 84.43, 85.25, 85.27 ou 85.28.";TICs;0;0;1;2
111;cics_8;habilita;8519;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som.";TICs;0;0;0;0
112;cics_8;habilita;8521;CFI ou PPB;10;portaria DesIn;10;;Aparelhos de gravação ou de reprodução de vídeo, mesmo incorporando um receptor de televisão.;TICs;0;0;0;0
113;cics_8;habilita;8522;CFI ou PPB;10;portaria DesIn;10;;Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 85.19 ou 85.21.;TICs;0;0;0;0
114;cics_8;habilita;8523;CFI ou PPB;10;portaria DesIn;10;;"Discos, fitas, dispositivos de armazenamento de dados não voláteis à base de semicondutores, ""cartões inteligentes"" e outros suportes para gravação de som ou para gravações semelhantes, mesmo gravados, incluindo as matrizes e moldes galvânicos para fabricação de discos, exceto os produtos do Capítulo 37.";TICs;0;0;0;0
115;cics_8;habilita;8525;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.";TICs;0;0;0;0
116;cics_8;habilita;8526;CFI ou PPB;10;portaria DesIn;10;;Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando.;TICs;0;0;1;2
117;cics_8;habilita;8527;CFI ou PPB;10;portaria DesIn;10;;Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio.;TICs;0;0;0;0
118;cics_8;habilita;8528;CFI ou PPB;10;portaria DesIn;10;;"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens.";TICs;0;0;0;0
119;cics_8;habilita;8529;CFI ou PPB;10;portaria DesIn;10;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.24 a 85.28.;TICs;0;0;0;0
120;cics_8;habilita;85301010;CFI ou PPB;10;portaria DesIn;10;;Aparelhos elétricos de sinalização (excluindo os de transmissão de mensagens), de segurança, de controle e de comando, para vias férreas ou semelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para aeródromos (exceto os da posição 86.08).;TICs;0;0;1;2
121;cics_8;habilita;85308010;CFI ou PPB;10;portaria DesIn;10;;Aparelhos elétricos de sinalização (excluindo os de transmissão de mensagens), de segurança, de controle e de comando, para vias férreas ou semelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para aeródromos (exceto os da posição 86.08).;TICs;0;0;1;2
122;cics_8;habilita;8531;CFI ou PPB;10;portaria DesIn;10;;Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, painéis indicadores, aparelhos de alarme para proteção contra roubo ou incêndio), exceto os das posições 85.12 ou 85.30.;TICs;0;0;1;2
123;cics_8;habilita;8532211;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;0;0;1;2
124;cics_8;habilita;85322310;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;0;0;1;2
125;cics_8;habilita;85322410;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;0;0;1;2
126;cics_8;habilita;85322510;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;0;0;1;2
127;cics_8;habilita;85322910;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;0;0;1;2
128;cics_8;habilita;85323010;CFI ou PPB;10;portaria DesIn;10;;Condensadores elétricos, fixos, variáveis ou ajustáveis.;TICs;0;0;1;2
129;cics_8;habilita;85332120;CFI ou PPB;10;portaria DesIn;10;;Resistências elétricas (incluindo os reostatos e os potenciômetros), exceto de aquecimento.;TICs;0;0;1;2
130;cics_8;habilita;853630;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas.";TICs;0;0;1;2
131;cics_8;habilita;85364;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas.";TICs;0;0;1;2
132;cics_8;habilita;853650;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas.";TICs;0;0;1;2
133;cics_8;habilita;85369030;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas.";TICs;0;0;1;2
134;cics_8;habilita;85369040;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas.";TICs;0;0;1;2
135;cics_8;habilita;8537101;CFI ou PPB;10;portaria DesIn;10;;Quadros, painéis, consoles, cabinas, armários e outros suportes com dois ou mais aparelhos das posições 85.35 ou 85.36, para comando elétrico ou distribuição de energia elétrica, incluindo os que incorporem instrumentos ou aparelhos do Capítulo 90, bem como os aparelhos de comando numérico, exceto os aparelhos de comutação da posição 85.17.;TICs;0;0;1;2
136;cics_8;habilita;85371020;CFI ou PPB;10;portaria DesIn;10;;Quadros, painéis, consoles, cabinas, armários e outros suportes com dois ou mais aparelhos das posições 85.35 ou 85.36, para comando elétrico ou distribuição de energia elétrica, incluindo os que incorporem instrumentos ou aparelhos do Capítulo 90, bem como os aparelhos de comando numérico, exceto os aparelhos de comutação da posição 85.17.;TICs;0;0;1;2
137;cics_8;habilita;85371030;CFI ou PPB;10;portaria DesIn;10;;Quadros, painéis, consoles, cabinas, armários e outros suportes com dois ou mais aparelhos das posições 85.35 ou 85.36, para comando elétrico ou distribuição de energia elétrica, incluindo os que incorporem instrumentos ou aparelhos do Capítulo 90, bem como os aparelhos de comando numérico, exceto os aparelhos de comutação da posição 85.17.;TICs;0;0;1;2
138;cics_8;habilita;85371090;CFI ou PPB;10;portaria DesIn;10;Aparece duas vezes, uma utilizando CFI como regra de origem para margem normal, outra utilizando CFI ou PPB e inclui margem adicional.;Quadros, painéis, consoles, cabinas, armários e outros suportes com dois ou mais aparelhos das posições 85.35 ou 85.36, para comando elétrico ou distribuição de energia elétrica, incluindo os que incorporem instrumentos ou aparelhos do Capítulo 90, bem como os aparelhos de comando numérico, exceto os aparelhos de comutação da posição 85.17.;Sistemas Fotovoltaicos;0;1;3;4
139;cics_8;habilita;85389010;CFI ou PPB;10;portaria DesIn;10;;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.35, 85.36 ou 85.37.;TICs;0;0;1;2
140;cics_8;habilita;85395;CFI ou PPB;10;portaria DesIn;10;;"Lâmpadas e tubos elétricos de incandescência ou de descarga, incluindo os artigos denominados ""faróis e projetores, em unidades seladas"" e as lâmpadas e tubos de raios ultravioleta ou infravermelhos; lâmpadas de arco; fontes de luz de diodos emissores de luz (LED).";TICs;0;0;1;2
141;cics_8;habilita;8541;CFI ou PPB;10;portaria DesIn;10;;"Dispositivos semicondutores (por exemplo, diodos, transistores, transdutores à base de semicondutores); dispositivos fotossensíveis semicondutores, incluindo as células fotovoltaicas, mesmo montadas em módulos ou em painéis; diodos emissores de luz (LED), mesmo montados com outros diodos emissores de luz (LED); cristais piezelétricos montados.";TICs;0;0;1;2
142;cics_8;habilita;8542;CFI ou PPB;10;portaria DesIn;10;;Circuitos integrados eletrônicos.;TICs;0;0;1;2
143;cics_8;habilita;8543;CFI ou PPB;10;portaria DesIn;10;;Máquinas e aparelhos elétricos com função própria, não especificados nem compreendidos noutras posições do presente Capítulo.;TICs;0;0;1;2
144;cics_8;habilita;854470;CFI ou PPB;10;portaria DesIn;10;;"Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão.";TICs;0;0;1;2
145;cics_8;habilita;853400;CFI ou PPB;10;portaria DesIn;10;;Circuitos impressos.;TICs;0;0;1;2
146;cics_8;habilita;8540;CFI ou PPB;10;portaria DesIn;10;;Lâmpadas, tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, lâmpadas, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão), exceto os da posição 85.39.;TICs;0;0;0;0
147;cics_8;habilita;900110;CFI ou PPB;10;portaria DesIn;10;;"Fibras ópticas e feixes de fibras ópticas; cabos de fibras ópticas, exceto os da posição 85.44; matérias polarizantes em folhas ou em placas; lentes (incluindo as de contato), prismas, espelhos e outros elementos de óptica, de qualquer matéria, não montados, exceto os de vidro não trabalhado opticamente.";TICs;0;0;1;2
148;cics_8;habilita;9006;CFI ou PPB;10;portaria DesIn;10;;"Câmeras fotográficas; aparelhos e dispositivos, incluindo as lâmpadas e tubos, de luz relâmpago (flash), para fotografia, exceto as lâmpadas e tubos de descarga da posição 85.39.";TICs;0;0;0;0
149;cics_8;habilita;9007;CFI ou PPB;10;portaria DesIn;10;;Câmeras e projetores, cinematográficos, mesmo com aparelhos de gravação ou de reprodução de som incorporados.;TICs;0;0;0;0
150;cics_8;habilita;9008;CFI ou PPB;10;portaria DesIn;10;;"Aparelhos de projeção fixa; aparelhos fotográficos de ampliação ou de redução.";TICs;0;0;0;0
151;cics_8;habilita;90138010;CFI ou PPB;10;portaria DesIn;10;;"Lasers, exceto diodos laser; outros aparelhos e instrumentos de óptica, não especificados nem compreendidos noutras posições do presente Capítulo.";TICs;0;0;1;2
152;cics_8;habilita;90221910;CFI ou PPB;10;portaria DesIn;10;;Aparelhos de raios X e aparelhos que utilizem radiações alfa, beta, gama ou outras radiações ionizantes, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos geradores de raios X, os geradores de tensão, as mesas de comando, as telas de visualização, as mesas, cadeiras e suportes semelhantes para exame ou tratamento.;TICs;0;0;1;2
153;cics_8;habilita;90221991;CFI ou PPB;10;portaria DesIn;10;;Aparelhos de raios X e aparelhos que utilizem radiações alfa, beta, gama ou outras radiações ionizantes, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos geradores de raios X, os geradores de tensão, as mesas de comando, as telas de visualização, as mesas, cadeiras e suportes semelhantes para exame ou tratamento.;TICs;0;0;1;2
154;cics_8;habilita;90221999;CFI ou PPB;10;portaria DesIn;10;;Aparelhos de raios X e aparelhos que utilizem radiações alfa, beta, gama ou outras radiações ionizantes, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos geradores de raios X, os geradores de tensão, as mesas de comando, as telas de visualização, as mesas, cadeiras e suportes semelhantes para exame ou tratamento.;TICs;0;0;1;2
155;cics_8;habilita;90229090;CFI ou PPB;10;portaria DesIn;10;;Aparelhos de raios X e aparelhos que utilizem radiações alfa, beta, gama ou outras radiações ionizantes, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos geradores de raios X, os geradores de tensão, as mesas de comando, as telas de visualização, as mesas, cadeiras e suportes semelhantes para exame ou tratamento.;TICs;0;0;1;2
156;cics_8;habilita;90251990;CFI ou PPB;10;portaria DesIn;10;;Densímetros, areômetros, pesa-líquidos e instrumentos flutuantes semelhantes, termômetros, pirômetros, barômetros, higrômetros e psicrômetros, registradores ou não, mesmo combinados entre si.;TICs;0;0;1;2
157;cics_8;habilita;9026;CFI ou PPB;10;portaria DesIn;10;;Instrumentos e aparelhos para medida ou controle da vazão (caudal), do nível, da pressão ou de outras características variáveis dos líquidos ou gases (por exemplo, medidores de vazão (caudal), indicadores de nível, manômetros, contadores de calor), exceto os instrumentos e aparelhos das posições 90.14, 90.15, 90.28 ou 90.32.;TICs;0;0;1;2
158;cics_8;habilita;9027;CFI ou PPB;10;portaria DesIn;10;;"Instrumentos e aparelhos para análises físicas ou químicas (por exemplo, polarímetros, refratômetros, espectrômetros, analisadores de gás ou de fumaça (fumos)); instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilatação, tensão superficial ou semelhantes ou para medidas calorimétricas, acústicas ou fotométricas (incluindo os indicadores de tempo de exposição); micrótomos.";TICs;0;0;1;2
159;cics_8;habilita;9028;CFI ou PPB;10;portaria DesIn;10;;Contadores de gases, de líquidos ou de eletricidade, incluindo os aparelhos para a sua aferição.;TICs;0;0;1;2
160;cics_8;habilita;9029;CFI ou PPB;10;portaria DesIn;10;;"Outros contadores (por exemplo, contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podômetros); indicadores de velocidade e tacômetros, exceto os das posições 90.14 ou 90.15; estroboscópios.";TICs;0;0;1;2
161;cics_8;habilita;9030;CFI ou PPB;10;portaria DesIn;10;;"Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elétricas; instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes.";TICs;0;0;1;2
162;cics_8;habilita;9031;CFI ou PPB;10;portaria DesIn;10;;"Instrumentos, aparelhos e máquinas de medida ou controle, não especificados nem compreendidos noutras posições do presente Capítulo; projetores de perfis.";TICs;0;0;1;2
163;cics_8;habilita;9032;CFI ou PPB;10;portaria DesIn;10;;Instrumentos e aparelhos para regulação ou controle, automáticos.;TICs;0;0;1;2
164;cics_8;habilita;91;CFI ou PPB;10;portaria DesIn;10;;Artigos de relojoaria.;TICs;0;0;0;0
165;cics_7;desabilita;85044010;CFI;10;;;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;;;;;
166;cics_7;desabilita;8601;CFI;10;;;;Locomotivas e locotratores, de fonte externa de eletricidade ou de acumuladores elétricos.;;;;;
167;cics_7;desabilita;8602;CFI;10;;;;"Outras locomotivas e locotratores; tênderes.";;;;;
168;cics_7;desabilita;8603;CFI;10;;;;Litorinas (automotoras), mesmo para circulação urbana, exceto as da posição 86.04.;;;;;
169;cics_7;desabilita;86069;CFI;10;;;;Vagões para transporte de mercadorias sobre vias férreas.;;;;;
170;cics_7;desabilita;86071110;CFI;10;;;;Partes de veículos para vias férreas ou semelhantes.;;;;;
171;cics_7;desabilita;860400;CFI;10;;;;#N/D;;;;;
172;cics_7;desabilita;860500;CFI;10;;;;#N/D;;;;;
173;cics_7;desabilita;86080012;CFI;10;;;;#N/D;;;;;
174;cics_7;desabilita;8702;CFI;10;;;;Veículos automóveis para transporte de dez pessoas ou mais, incluindo o motorista.;;;;;
175;cics_7;desabilita;87079090;CFI;10;;;;Carroçarias para os veículos automóveis das posições 87.01 a 87.05, incluindo as cabinas.;;;;;
176;cics_7;desabilita;87060010;CFI;10;;;;#N/D;;;;;
177;cics_7;desabilita;87060090;CFI;10;;;;#N/D;;;;;
178;cics_7;desabilita;90328930;CFI;10;;;;Instrumentos e aparelhos para regulação ou controle, automáticos.;;;;;
179;cics_7;desabilita;8429;CFI;10;;;;Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.;;;;;
180;cics_7;desabilita;8430;CFI;10;;;;"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.";;;;;
181;cics_7;desabilita;847910;CFI;10;;;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;;;;;
182;cics_7;desabilita;847982;CFI;10;;;;Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.;;;;;
183;cics_7;desabilita;85013120;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;;;;
184;cics_7;desabilita;85013220;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;;;;
185;cics_7;desabilita;85013320;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;;;;
186;cics_7;desabilita;85013420;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;;;;
187;cics_7;desabilita;85017;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;;;;
188;cics_7;desabilita;85018000;CFI-A;10;;;;Motores e geradores, elétricos, exceto os grupos eletrogêneos.;;;;;
189;cics_7;desabilita;85044090;CFI;10;;;;Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de autoindução.;;;;;
190;cics_7;desabilita;85354090;CFI;10;;;;#VALOR!;;;;;
191;cics_7;desabilita;85363090;CFI;10;;;;#VALOR!;;;;;
192;cics_7;desabilita;85371090;CFI;10;;;Aparece duas vezes, uma utilizando CFI como regra de origem para margem normal, outra utilizando CFI ou PPB e inclui margem adicional.;#VALOR!;;;;;
193;cics_7;desabilita;85372090;CFI;10;;;;#VALOR!;;;;;
194;cics_7;desabilita;85414300;CFI;10;;;;#VALOR!;;;;;
195;cics_7;desabilita;8701;CFI;10;;;;Tratores (exceto os carros-tratores da posição 87.09).;;;;;
196;cics_7;desabilita;24049200;MedNac;5;MedIFANac;10;;"Produtos que contenham tabaco, tabaco reconstituído, nicotina ou sucedâneos do tabaco ou da nicotina, destinados à inalação sem combustão; outros produtos que contenham nicotina destinados à absorção da nicotina pelo corpo humano.";;;;;
197;cics_7;desabilita;25010090;MedNac;5;MedIFANac;10;;#N/D;;;;;
198;cics_7;desabilita;29362113;MedNac;5;MedIFANac;10;;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções.;;;;;
199;cics_7;desabilita;29362931;MedNac;5;MedIFANac;10;;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções.;;;;;
200;cics_7;desabilita;30021211;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
201;cics_7;desabilita;30021212;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
202;cics_7;desabilita;30021215;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
203;cics_7;desabilita;30021219;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
204;cics_7;desabilita;30021239;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
205;cics_7;desabilita;300215;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
206;cics_7;desabilita;30024121;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
207;cics_7;desabilita;30024122;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
208;cics_7;desabilita;30024123;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
209;cics_7;desabilita;30024125;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
210;cics_7;desabilita;30024126;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
211;cics_7;desabilita;30024127;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
212;cics_7;desabilita;30024129;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
213;cics_7;desabilita;30024210;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
214;cics_7;desabilita;30024992;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
215;cics_7;desabilita;30041012;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
216;cics_7;desabilita;30041014;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
217;cics_7;desabilita;30042029;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
218;cics_7;desabilita;30042032;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
219;cics_7;desabilita;30042049;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
220;cics_7;desabilita;30042059;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
221;cics_7;desabilita;30042069;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
222;cics_7;desabilita;30042099;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
223;cics_7;desabilita;30043100;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
224;cics_7;desabilita;30043220;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
225;cics_7;desabilita;30043290;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
226;cics_7;desabilita;30043929;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
227;cics_7;desabilita;30043939;MedNac;5;MedIFANac;10;;#VALOR!;;;;;
